abv,icpsr,state,district,year,rep,dem,other,total
MT,64,MONTANA,1,2008,242763,231667,NA,474430
NE,35,NEBRASKA,1,2008,148179,121411,NA,269590
NE,35,NEBRASKA,2,2008,135439,138809,NA,274248
NE,35,NEBRASKA,3,2008,169361,73099,NA,242460
NV,65,NEVADA,1,2008,85193,158367,NA,243560
NV,65,NEVADA,2,2008,167920,167831,NA,335751
NV,65,NEVADA,3,2008,159624,207439,NA,367063
NH,4,NEW HAMPSHIRE,1,2008,164403,186370,NA,350773
NH,4,NEW HAMPSHIRE,2,2008,152131,198456,NA,350587
NJ,12,NEW JERSEY,1,2008,103994,198194,NA,302188
NJ,12,NEW JERSEY,2,2008,137440,165982,NA,303422
NJ,12,NEW JERSEY,3,2008,162335,180999,NA,343334
NJ,12,NEW JERSEY,4,2008,172987,154256,NA,327243
NJ,12,NEW JERSEY,5,2008,179801,152544,NA,332345
NJ,12,NEW JERSEY,6,2008,104932,165261,NA,270193
NJ,12,NEW JERSEY,7,2008,159529,161497,NA,321026
NJ,12,NEW JERSEY,8,2008,91690,163359,NA,255049
NJ,12,NEW JERSEY,9,2008,99129,158911,NA,258040
NJ,12,NEW JERSEY,10,2008,30395,208070,NA,238465
NJ,12,NEW JERSEY,11,2008,182731,154076,NA,336807
NJ,12,NEW JERSEY,12,2008,136374,194988,NA,331362
NJ,12,NEW JERSEY,13,2008,50525,154219,NA,204744
NM,66,NEW MEXICO,1,2008,118972,180790,NA,299762
NM,66,NEW MEXICO,2,2008,118063,114928,NA,232991
NM,66,NEW MEXICO,3,2008,109797,176704,NA,286501
NY,13,NEW YORK,1,2008,153419,165805,NA,319224
NY,13,NEW YORK,2,2008,125978,164106,NA,290084
NY,13,NEW YORK,3,2008,164682,149995,NA,314677
NY,13,NEW YORK,4,2008,122166,171346,NA,293512
NY,13,NEW YORK,5,2008,73125,128158,NA,201283
NY,13,NEW YORK,6,2008,22302,185890,NA,208192
NY,13,NEW YORK,7,2008,38170,148242,NA,186412
NY,13,NEW YORK,8,2008,63769,184682,NA,248451
NY,13,NEW YORK,9,2008,88307,111237,NA,199544
NY,13,NEW YORK,10,2008,19677,205929,NA,225606
NY,13,NEW YORK,11,2008,20709,206656,NA,227365
NY,13,NEW YORK,12,2008,23504,154394,NA,177898
NY,13,NEW YORK,13,2008,112491,108439,NA,220930
NY,13,NEW YORK,14,2008,56946,212802,NA,269748
NY,13,NEW YORK,15,2008,14954,226049,NA,241003
NY,13,NEW YORK,16,2008,8437,158671,NA,167108
NY,13,NEW YORK,17,2008,66027,172479,NA,238506
NY,13,NEW YORK,18,2008,112214,184182,NA,296396
NY,13,NEW YORK,19,2008,153424,160645,NA,314069
NY,13,NEW YORK,20,2008,157879,167827,NA,325706
NY,13,NEW YORK,21,2008,123378,179322,NA,302700
NY,13,NEW YORK,22,2008,112669,170379,NA,283048
NY,13,NEW YORK,23,2008,119944,133367,NA,253311
NY,13,NEW YORK,24,2008,133277,139832,NA,273109
NY,13,NEW YORK,25,2008,135941,177800,NA,313741
NY,13,NEW YORK,26,2008,166862,148577,NA,315439
NY,13,NEW YORK,27,2008,127249,156635,NA,283884
NY,13,NEW YORK,28,2008,81517,184209,NA,265726
NY,13,NEW YORK,29,2008,153487,146758,NA,300245
NC,47,NORTH CAROLINA,1,2008,103679,179431,NA,283110
NC,47,NORTH CAROLINA,2,2008,141448,158878,NA,300326
NC,47,NORTH CAROLINA,3,2008,193564,117365,NA,310929
NC,47,NORTH CAROLINA,4,2008,162591,267368,NA,429959
NC,47,NORTH CAROLINA,5,2008,200520,126178,NA,326698
NC,47,NORTH CAROLINA,6,2008,212548,120805,NA,333353
NC,47,NORTH CAROLINA,7,2008,165960,151172,NA,317132
NC,47,NORTH CAROLINA,8,2008,135607,151707,NA,287314
NC,47,NORTH CAROLINA,9,2008,215045,174265,NA,389310
NC,47,NORTH CAROLINA,10,2008,192076,108546,NA,300622
NC,47,NORTH CAROLINA,11,2008,178875,159839,NA,338714
NC,47,NORTH CAROLINA,12,2008,88958,220586,NA,309544
NC,47,NORTH CAROLINA,13,2008,137599,206520,NA,344119
ND,36,NORTH DAKOTA,1,2008,168601,141278,NA,309879
OH,24,OHIO,1,2008,134715,165843,NA,300558
OH,24,OHIO,2,2008,201215,137804,NA,339019
OH,24,OHIO,3,2008,170431,156611,NA,327042
OH,24,OHIO,4,2008,180255,114956,NA,295211
OH,24,OHIO,5,2008,165762,141321,NA,307083
OH,24,OHIO,6,2008,150850,142846,NA,293696
OH,24,OHIO,7,2008,172647,143778,NA,316425
OH,24,OHIO,8,2008,191639,119834,NA,311473
OH,24,OHIO,9,2008,113800,195240,NA,309040
OH,24,OHIO,10,2008,115025,174598,NA,289623
OH,24,OHIO,11,2008,41601,245341,NA,286942
OH,24,OHIO,12,2008,171448,209237,NA,380685
OH,24,OHIO,13,2008,137374,185742,NA,323116
OH,24,OHIO,14,2008,169495,168753,NA,338248
OH,24,OHIO,15,2008,143468,173526,NA,316994
OH,24,OHIO,16,2008,160914,152509,NA,313423
OH,24,OHIO,17,2008,106337,183083,NA,289420
OH,24,OHIO,18,2008,150461,128058,NA,278519
OK,53,OKLAHOMA,1,2008,205482,114174,NA,319656
OK,53,OKLAHOMA,2,2008,174230,91760,NA,265990
OK,53,OKLAHOMA,3,2008,210074,78426,NA,288500
OK,53,OKLAHOMA,4,2008,200353,101115,NA,301468
OK,53,OKLAHOMA,5,2008,170027,117019,NA,287046
OR,72,OREGON,1,2008,135975,228817,NA,364792
OR,72,OREGON,2,2008,193002,154848,NA,347850
OR,72,OREGON,3,2008,93934,260156,NA,354090
OR,72,OREGON,4,2008,161079,201143,NA,362222
OR,72,OREGON,5,2008,154485,192327,NA,346812
PA,14,PENNSYLVANIA,1,2008,34276,256940,NA,291216
PA,14,PENNSYLVANIA,2,2008,31584,298834,NA,330418
PA,14,PENNSYLVANIA,3,2008,143433,143416,NA,286849
PA,14,PENNSYLVANIA,4,2008,185052,149661,NA,334713
PA,14,PENNSYLVANIA,5,2008,153015,123485,NA,276500
PA,14,PENNSYLVANIA,6,2008,147207,206593,NA,353800
PA,14,PENNSYLVANIA,7,2008,157367,203407,NA,360774
PA,14,PENNSYLVANIA,8,2008,160695,192570,NA,353265
PA,14,PENNSYLVANIA,9,2008,176023,98430,NA,274453
PA,14,PENNSYLVANIA,10,2008,155438,131168,NA,286606
PA,14,PENNSYLVANIA,11,2008,121916,164646,NA,286562
PA,14,PENNSYLVANIA,12,2008,133543,132670,NA,266213
PA,14,PENNSYLVANIA,13,2008,133740,192968,NA,326708
PA,14,PENNSYLVANIA,14,2008,86703,209749,NA,296452
PA,14,PENNSYLVANIA,15,2008,139396,179589,NA,318985
PA,14,PENNSYLVANIA,16,2008,161844,150341,NA,312185
PA,14,PENNSYLVANIA,17,2008,158374,147634,NA,306008
PA,14,PENNSYLVANIA,18,2008,187911,151182,NA,339093
PA,14,PENNSYLVANIA,19,2008,187857,142398,NA,330255
RI,5,RHODE ISLAND,1,2008,75806,148176,NA,223982
RI,5,RHODE ISLAND,2,2008,89586,148394,NA,237980
SC,48,SOUTH CAROLINA,1,2008,196996,148218,NA,345214
SC,48,SOUTH CAROLINA,2,2008,189874,158055,NA,347929
SC,48,SOUTH CAROLINA,3,2008,188692,103804,NA,292496
SC,48,SOUTH CAROLINA,4,2008,190004,119246,NA,309250
SC,48,SOUTH CAROLINA,5,2008,166948,145036,NA,311984
SC,48,SOUTH CAROLINA,6,2008,102387,188098,NA,290485
SD,37,SOUTH DAKOTA,1,2008,203054,170924,NA,373978
TN,54,TENNESSEE,1,2008,181898,75528,NA,257426
TN,54,TENNESSEE,2,2008,195423,104004,NA,299427
TN,54,TENNESSEE,3,2008,174696,103767,NA,278463
TN,54,TENNESSEE,4,2008,173022,93483,NA,266505
TN,54,TENNESSEE,5,2008,127394,166867,NA,294261
TN,54,TENNESSEE,6,2008,189726,112584,NA,302310
TN,54,TENNESSEE,7,2008,233645,119046,NA,352691
TN,54,TENNESSEE,8,2008,146739,112243,NA,258982
TN,54,TENNESSEE,9,2008,56635,199915,NA,256550
TX,49,TEXAS,1,2008,184560,81749,NA,266309
TX,49,TEXAS,2,2008,159165,105745,NA,264910
TX,49,TEXAS,3,2008,171119,124027,NA,295146
TX,49,TEXAS,4,2008,213967,93439,NA,307406
TX,49,TEXAS,5,2008,158356,90135,NA,248491
TX,49,TEXAS,6,2008,172061,114133,NA,286194
TX,49,TEXAS,7,2008,173162,121472,NA,294634
TX,49,TEXAS,8,2008,215845,74695,NA,290540
TX,49,TEXAS,9,2008,40240,137619,NA,177859
TX,49,TEXAS,10,2008,187496,150713,NA,338209
TX,49,TEXAS,11,2008,185350,58323,NA,243673
TX,49,TEXAS,12,2008,171408,99083,NA,270491
TX,49,TEXAS,13,2008,181456,53837,NA,235293
TX,49,TEXAS,14,2008,177370,88532,NA,265902
TX,49,TEXAS,15,2008,67650,101566,NA,169216
TX,49,TEXAS,16,2008,60306,118219,NA,178525
TX,49,TEXAS,17,2008,172821,82326,NA,255147
TX,49,TEXAS,18,2008,43292,150973,NA,194265
TX,49,TEXAS,19,2008,171023,65034,NA,236057
TX,49,TEXAS,20,2008,64886,115739,NA,180625
TX,49,TEXAS,21,2008,215006,148477,NA,363483
TX,49,TEXAS,22,2008,183172,129414,NA,312586
TX,49,TEXAS,23,2008,118324,124936,NA,243260
TX,49,TEXAS,24,2008,153758,124128,NA,277886
TX,49,TEXAS,25,2008,117845,176935,NA,294780
TX,49,TEXAS,26,2008,193163,137622,NA,330785
TX,49,TEXAS,27,2008,84366,97830,NA,182196
TX,49,TEXAS,28,2008,80741,103458,NA,184199
TX,49,TEXAS,29,2008,40884,66808,NA,107692
TX,49,TEXAS,30,2008,37465,170826,NA,208291
TX,49,TEXAS,31,2008,172570,124608,NA,297178
TX,49,TEXAS,32,2008,110397,96203,NA,206600
UT,67,UTAH,1,2008,197433,103737,NA,301170
UT,67,UTAH,2,2008,202534,138790,NA,341324
UT,67,UTAH,3,2008,196063,85143,NA,281206
VT,6,VERMONT,1,2008,98974,219262,NA,318236
VA,40,VIRGINIA,1,2008,193273,179442,NA,372715
VA,40,VIRGINIA,2,2008,136725,142257,NA,278982
VA,40,VIRGINIA,3,2008,72249,229822,NA,302071
VA,40,VIRGINIA,4,2008,173358,178795,NA,352153
VA,40,VIRGINIA,5,2008,164874,157362,NA,322236
VA,40,VIRGINIA,6,2008,182573,134212,NA,316785
VA,40,VIRGINIA,7,2008,205949,177789,NA,383738
VA,40,VIRGINIA,8,2008,100234,234203,NA,334437
VA,40,VIRGINIA,9,2008,160430,108220,NA,268650
VA,40,VIRGINIA,10,2008,179337,205964,NA,385301
VA,40,VIRGINIA,11,2008,156003,211466,NA,367469
WA,73,WASHINGTON,1,2008,130104,226292,NA,356396
WA,73,WASHINGTON,2,2008,152074,202452,NA,354526
WA,73,WASHINGTON,3,2008,158774,188888,NA,347662
WA,73,WASHINGTON,4,2008,159660,111374,NA,271034
WA,73,WASHINGTON,5,2008,171670,152970,NA,324640
WA,73,WASHINGTON,6,2008,128883,182789,NA,311672
WA,73,WASHINGTON,7,2008,55200,308226,NA,363426
WA,73,WASHINGTON,8,2008,155936,211045,NA,366981
WA,73,WASHINGTON,9,2008,116915,166812,NA,283727
WV,56,WEST VIRGINIA,1,2008,140421,102826,NA,243247
WV,56,WEST VIRGINIA,2,2008,142112,113853,NA,255965
WV,56,WEST VIRGINIA,3,2008,114933,87178,NA,202111
WI,25,WISCONSIN,1,2008,177162,191901,NA,369063
WI,25,WISCONSIN,2,2008,123495,286089,NA,409584
WI,25,WISCONSIN,3,2008,150618,213211,NA,363829
WI,25,WISCONSIN,4,2008,73447,234468,NA,307915
WI,25,WISCONSIN,5,2008,243597,174174,NA,417771
WI,25,WISCONSIN,6,2008,176871,181198,NA,358069
WI,25,WISCONSIN,7,2008,152507,200562,NA,353069
WI,25,WISCONSIN,8,2008,164696,195608,NA,360304
WY,68,WYOMING,1,2008,164958,82868,NA,247826
AL,41,ALABAMA,1,2012,184786,111735,2316,298837
AL,41,ALABAMA,2,2012,182287,105572,2005,289864
AL,41,ALABAMA,3,2012,174465,103089,2574,280128
AL,41,ALABAMA,4,2012,205423,65818,3264,274505
AL,41,ALABAMA,5,2012,189860,103598,3805,297263
AL,41,ALABAMA,6,2012,233566,77517,3260,314343
AL,41,ALABAMA,7,2012,85488,228276,1480,315244
AK,81,ALASKA,1,2012,164676,122640,10309,297625
AZ,61,ARIZONA,1,2012,131115,124550,4391,260056
AZ,61,ARIZONA,2,2012,149651,144966,5074,299691
AZ,61,ARIZONA,3,2012,65482,108902,2864,177248
AZ,61,ARIZONA,4,2012,173394,80035,4617,258046
AZ,61,ARIZONA,5,2012,187304,101511,4933,293748
AZ,61,ARIZONA,6,2012,186537,121661,5219,313417
AZ,61,ARIZONA,7,2012,37353,101028,2526,140907
AZ,61,ARIZONA,8,2012,179555,107335,4236,291126
AZ,61,ARIZONA,9,2012,123263,135244,6056,264563
AR,42,ARKANSAS,1,2012,154549,92086,6825,253460
AR,42,ARKANSAS,2,2012,160140,125527,6848,292515
AR,42,ARKANSAS,3,2012,168703,81413,7552,257668
AR,42,ARKANSAS,4,2012,164352,95383,6090,265825
CA,71,CALIFORNIA,1,2012,171902,122379,9647,303928
CA,71,CALIFORNIA,2,2012,89908,230212,13322,333442
CA,71,CALIFORNIA,3,2012,104145,131237,6305,241687
CA,71,CALIFORNIA,4,2012,195386,133473,8775,337634
CA,71,CALIFORNIA,5,2012,78703,199924,8031,286658
CA,71,CALIFORNIA,6,2012,63862,156141,5828,225831
CA,71,CALIFORNIA,7,2012,133888,145147,6962,285997
CA,71,CALIFORNIA,8,2012,118278,88579,5776,212633
CA,71,CALIFORNIA,9,2012,88403,127418,4491,220312
CA,71,CALIFORNIA,10,2012,101160,108923,5030,215113
CA,71,CALIFORNIA,11,2012,90226,203699,7209,301134
CA,71,CALIFORNIA,12,2012,40003,269461,10923,320387
CA,71,CALIFORNIA,13,2012,27474,268093,10747,306314
CA,71,CALIFORNIA,14,2012,63589,200343,5950,269882
CA,71,CALIFORNIA,15,2012,77748,177243,5620,260611
CA,71,CALIFORNIA,16,2012,59808,88973,3172,151953
CA,71,CALIFORNIA,17,2012,58193,163862,5751,227806
CA,71,CALIFORNIA,18,2012,92457,218082,9076,319615
CA,71,CALIFORNIA,19,2012,61643,165530,5269,232442
CA,71,CALIFORNIA,20,2012,62427,168956,6958,238341
CA,71,CALIFORNIA,21,2012,51917,65146,2169,119232
CA,71,CALIFORNIA,22,2012,125213,92005,4060,221278
CA,71,CALIFORNIA,23,2012,139816,82119,5362,227297
CA,71,CALIFORNIA,24,2012,126049,158119,8238,292406
CA,71,CALIFORNIA,25,2012,125258,120701,6290,252249
CA,71,CALIFORNIA,26,2012,119677,147753,6217,273647
CA,71,CALIFORNIA,27,2012,90278,161528,6164,257970
CA,71,CALIFORNIA,28,2012,70757,187441,8430,266628
CA,71,CALIFORNIA,29,2012,34454,129323,4112,167889
CA,71,CALIFORNIA,30,2012,91680,186301,7245,285226
CA,71,CALIFORNIA,31,2012,83822,118043,4377,206242
CA,71,CALIFORNIA,32,2012,66269,133061,4839,204169
CA,71,CALIFORNIA,33,2012,127421,210010,9073,346504
CA,71,CALIFORNIA,34,2012,21739,127510,4450,153699
CA,71,CALIFORNIA,35,2012,49433,108983,3316,161732
CA,71,CALIFORNIA,36,2012,101156,107914,3869,212939
CA,71,CALIFORNIA,37,2012,33307,222329,6222,261858
CA,71,CALIFORNIA,38,2012,75780,149141,4954,229875
CA,71,CALIFORNIA,39,2012,133742,124108,5680,263530
CA,71,CALIFORNIA,40,2012,23446,115637,2835,141918
CA,71,CALIFORNIA,41,2012,67314,114040,4075,185429
CA,71,CALIFORNIA,42,2012,131438,96212,4870,232520
CA,71,CALIFORNIA,43,2012,44485,173342,4392,222219
CA,71,CALIFORNIA,44,2012,24995,155459,3132,183586
CA,71,CALIFORNIA,45,2012,169489,133114,6796,309399
CA,71,CALIFORNIA,46,2012,56252,95479,3762,155493
CA,71,CALIFORNIA,47,2012,92010,147456,6158,245624
CA,71,CALIFORNIA,48,2012,169249,133103,7144,309496
CA,71,CALIFORNIA,49,2012,153856,134447,6165,294468
CA,71,CALIFORNIA,50,2012,165104,102649,5536,273289
CA,71,CALIFORNIA,51,2012,48108,115610,2966,166684
CA,71,CALIFORNIA,52,2012,143726,163911,7111,314748
CA,71,CALIFORNIA,53,2012,103513,174616,6204,284333
CO,62,COLORADO,1,2012,106334,254400,8064,368798
CO,62,COLORADO,2,2012,174095,255209,11348,440652
CO,62,COLORADO,3,2012,185459,163886,8700,358045
CO,62,COLORADO,4,2012,209415,140404,8152,357971
CO,62,COLORADO,5,2012,200491,129903,8749,339143
CO,62,COLORADO,6,2012,165070,183024,6895,354989
CO,62,COLORADO,7,2012,144379,196276,9265,349920
CT,1,CONNECTICUT,1,2012,112982,200960,3554,317496
CT,1,CONNECTICUT,2,2012,135235,177544,4908,317687
CT,1,CONNECTICUT,3,2012,110912,191296,3392,305600
CT,1,CONNECTICUT,4,2012,136600,107884,65800,310284
CT,1,CONNECTICUT,5,2012,139347,164621,3585,307553
DE,11,DELAWARE,1,2012,165484,242584,5822,413890
FL,43,FLORIDA,1,2012,242972,106814,4096,353882
FL,43,FLORIDA,2,2012,178780,158751,3752,341283
FL,43,FLORIDA,3,2012,202003,122708,3801,328512
FL,43,FLORIDA,4,2012,222443,123938,3279,349660
FL,43,FLORIDA,5,2012,77414,196608,2003,276025
FL,43,FLORIDA,6,2012,209150,149955,3376,362481
FL,43,FLORIDA,7,2012,172042,156382,3637,332061
FL,43,FLORIDA,8,2012,206074,153138,3839,363051
FL,43,FLORIDA,9,2012,102173,170093,2347,274613
FL,43,FLORIDA,10,2012,174484,149532,3021,327037
FL,43,FLORIDA,11,2012,209720,143380,3282,356382
FL,43,FLORIDA,12,2012,185157,153386,4083,342626
FL,43,FLORIDA,13,2012,166087,171102,4208,341397
FL,43,FLORIDA,14,2012,99834,191255,2903,293992
FL,43,FLORIDA,15,2012,161622,138145,3286,303053
FL,43,FLORIDA,16,2012,194525,161079,3191,358795
FL,43,FLORIDA,17,2012,172038,122440,2731,297209
FL,43,FLORIDA,18,2012,177320,163067,2458,342845
FL,43,FLORIDA,19,2012,194306,124296,2079,320681
FL,43,FLORIDA,20,2012,44526,216641,1085,262252
FL,43,FLORIDA,21,2012,125822,196227,1794,323843
FL,43,FLORIDA,22,2012,147262,178229,2272,327763
FL,43,FLORIDA,23,2012,108696,176266,1700,286662
FL,43,FLORIDA,24,2012,31710,227960,811,260481
FL,43,FLORIDA,25,2012,120524,115565,1180,237269
FL,43,FLORIDA,26,2012,123521,141449,1503,266473
FL,43,FLORIDA,27,2012,113241,129350,1218,243809
GA,44,GEORGIA,1,2012,145460,111949,2739,260148
GA,44,GEORGIA,2,2012,107242,153998,1597,262837
GA,44,GEORGIA,3,2012,195071,97746,3401,296218
GA,44,GEORGIA,4,2012,75951,218499,2483,296933
GA,44,GEORGIA,5,2012,45887,241217,3255,290359
GA,44,GEORGIA,6,2012,186807,115017,5272,307096
GA,44,GEORGIA,7,2012,158854,101065,3823,263742
GA,44,GEORGIA,8,2012,163908,99677,2378,265963
GA,44,GEORGIA,9,2012,207498,54388,3665,265551
GA,44,GEORGIA,10,2012,184160,107039,3652,294851
GA,44,GEORGIA,11,2012,201014,94447,4815,300276
GA,44,GEORGIA,12,2012,148688,117085,2510,268283
GA,44,GEORGIA,13,2012,87785,202794,2301,292880
GA,44,GEORGIA,14,2012,170364,58906,3432,232702
HI,82,HAWAII,1,2012,62875,151023,2773,216671
HI,82,HAWAII,2,2012,58140,155635,4251,218026
ID,63,IDAHO,1,2012,213080,105645,9533,328258
ID,63,IDAHO,2,2012,207831,107142,9043,324016
IL,21,ILLINOIS,1,2012,67367,262668,2691,332726
IL,21,ILLINOIS,2,2012,57674,251147,2352,311173
IL,21,ILLINOIS,3,2012,109396,143676,3821,256893
IL,21,ILLINOIS,4,2012,28899,137065,3470,169434
IL,21,ILLINOIS,5,2012,90747,188324,6168,285239
IL,21,ILLINOIS,6,2012,179606,151937,5393,336936
IL,21,ILLINOIS,7,2012,35713,264185,2989,302887
IL,21,ILLINOIS,8,2012,95031,133206,3886,232123
IL,21,ILLINOIS,9,2012,102689,200656,5147,308492
IL,21,ILLINOIS,10,2012,112555,157397,3664,273616
IL,21,ILLINOIS,11,2012,107028,152265,4052,263345
IL,21,ILLINOIS,12,2012,149339,154346,6609,310294
IL,21,ILLINOIS,13,2012,147377,146442,7269,301088
IL,21,ILLINOIS,14,2012,171582,139858,5151,316591
IL,21,ILLINOIS,15,2012,197243,105065,6155,308463
IL,21,ILLINOIS,16,2012,160606,137165,5914,303685
IL,21,ILLINOIS,17,2012,119753,169702,5246,294701
IL,21,ILLINOIS,18,2012,202785,125036,6481,334302
IN,22,INDIANA,1,2012,111217,182021,4232,297470
IN,22,INDIANA,2,2012,154841,116324,4847,276012
IN,22,INDIANA,3,2012,179628,102534,5069,287231
IN,22,INDIANA,4,2012,170245,103103,6314,279662
IN,22,INDIANA,5,2012,196744,139300,6121,342165
IN,22,INDIANA,6,2012,172456,106371,6534,285361
IN,22,INDIANA,7,2012,92674,164902,4612,262188
IN,22,INDIANA,8,2012,171648,116465,5941,294054
IN,22,INDIANA,9,2012,173433,123436,6521,303390
IA,31,IOWA,1,2012,170753,225585,5163,401501
IA,31,IOWA,2,2012,168534,219946,5830,394310
IA,31,IOWA,3,2012,186645,203622,5531,395798
IA,31,IOWA,4,2012,204685,173391,5053,383129
KS,32,KANSAS,1,2012,184288,72699,6040,263027
KS,32,KANSAS,2,2012,163082,124370,7035,294487
KS,32,KANSAS,3,2012,177886,146406,6194,330486
KS,32,KANSAS,4,2012,164553,96433,6130,267116
KY,51,KENTUCKY,1,2012,197074,95273,4444,296791
KY,51,KENTUCKY,2,2012,186207,103432,4641,294280
KY,51,KENTUCKY,3,2012,140539,183015,4835,328389
KY,51,KENTUCKY,4,2012,197131,108328,5576,311035
KY,51,KENTUCKY,5,2012,196167,60785,4531,261483
KY,51,KENTUCKY,6,2012,170076,128537,6248,304861
LA,45,LOUISIANA,1,2012,235877,89418,7628,332923
LA,45,LOUISIANA,2,2012,74893,248982,4431,328306
LA,45,LOUISIANA,3,2012,220490,107611,5472,333573
LA,45,LOUISIANA,4,2012,191416,128612,4222,324250
LA,45,LOUISIANA,5,2012,201058,124102,4371,329531
LA,45,LOUISIANA,6,2012,228528,110416,6538,345482
ME,2,MAINE,1,2012,142993,223103,8426,374522
ME,2,MAINE,2,2012,149283,178203,9045,336531
MD,52,MARYLAND,1,2012,213073,133521,6795,353389
MD,52,MARYLAND,2,2012,109488,195997,6099,311584
MD,52,MARYLAND,3,2012,125439,204501,7334,337274
MD,52,MARYLAND,4,2012,67662,255910,3331,326903
MD,52,MARYLAND,5,2012,114638,234954,5348,354940
MD,52,MARYLAND,6,2012,137744,179172,6410,323326
MD,52,MARYLAND,7,2012,74614,251845,5052,331511
MD,52,MARYLAND,8,2012,129211,221944,6936,358091
MA,3,MASSACHUSETTS,1,2012,114339,213423,5916,333678
MA,3,MASSACHUSETTS,2,2012,133195,199549,7177,339921
MA,3,MASSACHUSETTS,3,2012,137869,189461,5595,332925
MA,3,MASSACHUSETTS,4,2012,152845,211895,5420,370160
MA,3,MASSACHUSETTS,5,2012,119934,235984,6095,362013
MA,3,MASSACHUSETTS,6,2012,169966,212003,5290,387259
MA,3,MASSACHUSETTS,7,2012,44275,233382,5374,283031
MA,3,MASSACHUSETTS,8,2012,150825,213364,5050,369239
MA,3,MASSACHUSETTS,9,2012,165212,212701,5076,382989
MI,23,MICHIGAN,1,2012,189406,160199,4089,353694
MI,23,MICHIGAN,2,2012,184755,142080,3150,329985
MI,23,MICHIGAN,3,2012,177742,153069,3627,334438
MI,23,MICHIGAN,4,2012,171864,146088,3463,321415
MI,23,MICHIGAN,5,2012,129903,205800,3263,338966
MI,23,MICHIGAN,6,2012,163309,158950,3241,325500
MI,23,MICHIGAN,7,2012,169268,159012,3540,331820
MI,23,MICHIGAN,8,2012,183512,172131,3152,358795
MI,23,MICHIGAN,9,2012,146185,199625,3211,349021
MI,23,MICHIGAN,10,2012,187653,148429,3236,339318
MI,23,MICHIGAN,11,2012,199308,178768,2808,380884
MI,23,MICHIGAN,12,2012,107675,217492,3331,328498
MI,23,MICHIGAN,13,2012,41881,249656,1627,293164
MI,23,MICHIGAN,14,2012,62794,273270,1427,337491
MN,33,MINNESOTA,1,2012,165720,170377,7667,343764
MN,33,MINNESOTA,2,2012,184576,184802,7208,376586
MN,33,MINNESOTA,3,2012,195802,199093,6437,401332
MN,33,MINNESOTA,4,2012,131521,231511,7482,370514
MN,33,MINNESOTA,5,2012,89643,274635,9360,373638
MN,33,MINNESOTA,6,2012,205652,151238,7182,364072
MN,33,MINNESOTA,7,2012,180334,147750,6693,334777
MN,33,MINNESOTA,8,2012,166977,186761,7499,361237
MS,46,MISSISSIPPI,1,2012,197984,118438,3564,319986
MS,46,MISSISSIPPI,2,2012,109228,219416,1899,330543
MS,46,MISSISSIPPI,3,2012,204180,132968,2998,340146
MS,46,MISSISSIPPI,4,2012,199354,92127,3428,294909
MO,34,MISSOURI,1,2012,66286,280194,4349,350829
MO,34,MISSOURI,2,2012,235428,170727,5837,411992
MO,34,MISSOURI,3,2012,219156,127443,6897,353496
MO,34,MISSOURI,4,2012,201672,119908,7712,329292
MO,34,MISSOURI,5,2012,133185,199298,5863,338346
MO,34,MISSOURI,6,2012,205283,129610,7060,341953
MO,34,MISSOURI,7,2012,220216,98916,6846,325978
MO,34,MISSOURI,8,2012,201214,97700,6523,305437
MT,64,MONTANA,1,2012,267928,201839,14165,483932
NE,35,NEBRASKA,1,2012,152122,107994,4602,264718
NE,35,NEBRASKA,2,2012,140880,121971,3869,266720
NE,35,NEBRASKA,3,2012,182062,72116,5046,259224
NV,65,NEVADA,1,2012,60813,123205,3668,187686
NV,65,NEVADA,2,2012,155187,131542,6747,293476
NV,65,NEVADA,3,2012,138238,140501,4917,283656
NV,65,NEVADA,4,2012,109330,136124,4646,250100
NH,4,NEW HAMPSHIRE,1,2012,173419,179148,4245,356812
NH,4,NEW HAMPSHIRE,2,2012,156499,190413,4675,351587
NJ,12,NEW JERSEY,1,2012,110377,212236,3521,326134
NJ,12,NEW JERSEY,2,2012,141479,166906,3393,311778
NJ,12,NEW JERSEY,3,2012,163203,179028,3581,345812
NJ,12,NEW JERSEY,4,2012,180439,148622,3551,332612
NJ,12,NEW JERSEY,5,2012,172486,162305,3789,338580
NJ,12,NEW JERSEY,6,2012,99466,163391,3061,265918
NJ,12,NEW JERSEY,7,2012,178521,157635,4019,340175
NJ,12,NEW JERSEY,8,2012,43032,162232,2043,207307
NJ,12,NEW JERSEY,9,2012,77951,173082,2185,253218
NJ,12,NEW JERSEY,10,2012,31379,239483,1545,272407
NJ,12,NEW JERSEY,11,2012,183775,163493,3641,350909
NJ,12,NEW JERSEY,12,2012,96642,198197,3244,298083
NM,66,NEW MEXICO,1,2012,111749,155915,14531,282195
NM,66,NEW MEXICO,2,2012,119168,103438,7785,230391
NM,66,NEW MEXICO,3,2012,104871,155982,10318,271171
NY,13,NEW YORK,1,2012,145115,146708,3850,295673
NY,13,NEW YORK,2,2012,128791,140817,3055,272663
NY,13,NEW YORK,3,2012,147617,155451,3153,306221
NY,13,NEW YORK,4,2012,131750,173508,2861,308119
NY,13,NEW YORK,5,2012,19325,192374,648,212347
NY,13,NEW YORK,6,2012,57455,125496,2107,185058
NY,13,NEW YORK,7,2012,18671,159552,2368,180591
NY,13,NEW YORK,8,2012,23869,210018,1408,235295
